Ticker,Description,Total Shares Outstanding,Shares Float,Relative Volume,Price,Volume,Market Capitalization,Change %,Post-market Volume,Pre-market Volume,Pre-market Gap %,Pre-market Change %,Pre-market Close,Technical Rating
OPTN,"OptiNose, Inc.",111956000,65684585.2,0.80443523,1.83,109782,204879271.82539684,-3.17460317,4692,,,,,Sell
MG,Mistras Group Inc,29926900,17391808.4467,0.58935149,6.84,74945,204699841.1320755,-0.7256894,1154,,,,,Sell
BIRD,"Allbirds, Inc.",149906474,92177068.04975,1.87574034,1.36,2014396,204392699.7453184,1.87265918,119814,10377,-4.11985019,-1.87265918,1.31,Buy
MEC,"Mayville Engineering Company, Inc.",20468300,13621223.8157,0.99273304,9.94,111719,203454504.6064382,3.21910696,7439,200,1.24610592,1.34994808,9.76,Sell
BLDE,"Blade Air Mobility, Inc.",72035600,42742107.1532,1.22919476,2.81,308366,202420077.1721612,2.93040293,21684,200,1.0989011,1.0989011,2.76,Buy
FULC,"Fulcrum Therapeutics, Inc.",61759000,55198650.225,0.75292002,3.27,697890,201951896.02597404,6.16883117,33749,,,,,Buy
TGAN,"Transphorm, Inc.",59367200,22991076.1768,1.35227787,3.4,37632,201848596.2898551,-1.44927536,1451,,,,,Neutral
RIGL,"Rigel Pharmaceuticals, Inc.",173667000,171150044.169,0.88371515,1.16,1262729,201453508.4705882,-2.5210084,69598,1172,0,0,1.19,Sell
BGXX,Bright Green Corporation,173304800,50114202.4064,0.43948012,1.16,597399,201033132.74336284,2.65486726,23729,35231,3.53982301,2.65486726,1.16,Neutral
SKIL,Skillsoft Corp.,160550000,82325062.95,0.47765929,1.25,87510,200688139.46280992,3.30578512,7975,100,1.65289256,1.65289256,1.23,Sell
POWW,"AMMO, Inc.",117844000,88665000.692,1.47044049,1.7,760468,200335502.2159091,-3.40909091,8166,212,0,0.56818182,1.77,Sell
TTSH,"Tile Shop Holdings, Inc.",44606300,25634928.3659,0.85916627,4.49,73191,200282264.10199556,-0.44345898,6198,,,,,Sell
EHTH,"eHealth, Inc.",27613700,23223922.4973,1.19877735,7.25,1168645,200199145.92065868,8.53293413,40627,3073,2.54491018,1.34730539,6.77,Neutral
OCEA,"Ocean Biomedical, Inc.",33774467,8502046.57791,0.40627924,5.92,34908,199944847.25581396,-1.66112957,456,,,,,Sell
THRD,"Third Harmonic Bio, Inc.",39377222,14025930.213068,0.59334571,4.94,18249,199201627.28395063,1.64609053,1407,,,,,Buy
QSI,Quantum-Si Incorporated,139944500,94779848.50199997,0.49829283,1.42,192657,198720856.69444445,-1.38888889,13409,300,1.38888889,4.16666667,1.5,Strong Sell
RDW,Redwire Corporation,64280600.00000001,20033048.99,0.40155625,3.05,70483,196055923.38762212,-0.6514658,2873,3553,1.3029316,-0.6514658,3.05,Strong Buy
CTXR,"Citius Pharmaceuticals, Inc.",158858000,145489781.58400002,0.81038853,1.23,1253352,195395094,-3.90625,30485,17667,0.78125,-1.5625,1.26,Sell
IPSC,"Century Therapeutics, Inc.",59170600,23881135.8188,0.52535362,3.3,33795,195262946.2848297,2.16718266,4927,,,,,Buy
CDLX,"Cardlytics, Inc. Common Stock",33908200,32899159.7844,0.54885175,5.75,908753,194972144.06196213,-1.03270224,16504,120,0.02581756,0.02581756,5.8115,Sell
LMDX,LumiraDx Limited,361787080,4466047.54999999,1.12070733,0.5375,67788,194460288.59137997,-0.57343692,274,,,,,Strong Sell
AKTS,"Akoustis Technologies, Inc.",71554400,68341464.3312,2.14652639,2.71,1245933,193912464.97594503,-6.87285223,51683,200,0.34364261,1.37457045,2.95,Strong Sell
HFFG,HF Foods Group Inc.,53827500,36940682.8725,0.7270327,3.6,28913,193779106.06232297,1.98300283,3031,,,,,Sell
AKBA,"Akebia Therapeutics, Inc.",184248000,164869716.6,0.3955129,1.05,701636,193460438.6320755,-0.94339623,40041,5333,-12.16981132,-5.66037736,1,Buy
BARK,"BARK, Inc.",177670000,91459185.9,0.28249649,1.08,351727,191883092.69724768,-0.91743119,20692,2630,0,-0.91743119,1.08,Sell
IFRX,InflaRx N.V.,44703800,38115130.437,1.86709747,4.28,709624,191332096.97560975,4.3902439,24898,48546,0,0,4.1,Neutral
PLX,"Protalix BioTherapeutics, Inc. (DE)",65414900,57664673.4778,1.28369049,2.92,4049725,191011555.0657895,-3.94736842,569051,116811,3.28947368,2.63157895,3.12,Buy
KVHI,"KVH Industries, Inc.",19153100,13657366.9453,0.77028871,9.97,42006,190956365.05185917,-2.44618395,1841,,,,,Sell
GCT,GigaCloud Technology Inc,36060507,5126201.35625,0.67725287,5.295,90546,190940115.96958175,0.66539924,675,812,0,0,5.26,Sell
ITI,"Iteris, Inc.",42774300,42116474.0403,1.79347973,4.46,125830,190773197.5955056,0.2247191,1944,,,,,Buy
SATL,Satellogic Inc.,89361040,32759305.4336,0.10944484,2.12,5059,189445407.17757013,-0.93457944,,,,,,Neutral
BLND,"Blend Labs, Inc.",242847000,154760261.208,0.88898497,0.7799,1476091,189396582.46093753,10.78125,62615,,,,,Buy
UIHC,United Insurance Holdings Corp.,43273400,19496960.1902,1.05634758,4.37,387774,189104641.96573877,-6.42398287,7171,30090,2.35546039,4.28265525,4.87,Buy
AVAH,Aveanna Healthcare Holdings Inc.,185859000,48631865.94,0.73040295,1.01,147394,187717765.26470587,-0.98039216,10959,,,,,Strong Sell
BTBT,"Bit Digital, Inc.",82535500,81713116.278,0.55214291,2.27,1631650,187355512.32017547,-0.43859649,49572,47738,-2.63157895,0.43859649,2.29,Buy
WISH,ContextLogic Inc.,23564000,19633619.056,0.78393677,7.92,859752,186626875.0125945,-0.25188917,42760,700,-2.91183879,-2.23425693,7.7626,Neutral
LINC,Lincoln Educational Services Corporation,31512400,27483949.3212,1.92142119,5.91,179381,186238277.2840909,-4.05844156,3547,,,,,Sell
SYT,"SYLA Technologies Co., Ltd.",2582.39,,0.26573341,7.2,1735,186190324,-0.13869626,,,,,,Strong Sell
OB,Outbrain Inc.,51141800,30449981.1454,0.98979908,3.63,102629,185644570.1594594,-1.89189189,9723,2000,4.86486486,4.86486486,3.88,Sell
FRGI,"Fiesta Restaurant Group, Inc.",25874600,23845048.12520001,1.40440174,7.15,40284,185003561.20415223,-1.03806228,1638,,,,,Sell
BGI,Birks Group Inc.,18685370,3979148.1984,1.06663092,9.9,23868,184985323.91395593,3.88247639,4400,100,0.52465897,0.52465897,9.58,Strong Buy
OPRT,Oportun Financial Corporation,33419800.00000001,23705833.833,3.07289768,5.53,842005,184811796.10185185,28.00925926,23651,12273,13.42592593,16.2037037,5.02,Buy
HYZN,Hyzon Motors Inc.,244561000,76997829.801,0.86175649,0.7549,494467,184619159.7892776,-9.25592018,16981,620,0.97367472,2.17574228,0.85,Strong Sell
FFIE,Faraday Future Intelligent Electric Inc.,756803588,531810131.663,0.93438356,0.2439,58503727,184584463.74292183,-7.92751982,923461,1958829,0,-2.52925632,0.2582,Neutral
XFOR,"X4 Pharmaceuticals, Inc.",121207000,88077854.31099999,0.87753294,1.52,2914484,184235371.09202456,-6.74846626,43604,14767,0.61349693,0.61349693,1.64,Buy
KZR,"Kezar Life Sciences, Inc.",70803800,56790949.1382,0.50751469,2.6,389688,184089774.62121207,-1.51515152,68884,3900,-1.51515152,-1.51515152,2.6,Sell
INFU,"InfuSystems Holdings, Inc.",20893000,18188338.471,1.38633837,8.8,57103,183858553.3944954,0.91743119,3831,,,,,Neutral
DLTH,Duluth Holdings Inc.,33425700,27254809.0093,1.08859617,5.49,100310,183506880.51666665,1.66666667,8110,310,5,0.37037037,5.42,Sell
FRBA,First Bank,19629900,18035461.3725,0.47810964,9.33,54997,183146891.26948053,0.97402597,2202,200,2.92207792,-3.03030303,8.96,Neutral
CATX,"Perspective Therapeutics, Inc.",279973000,277383809.69600004,0.88687657,0.651,403566,182262525.17488787,-2.69058296,5702,,,,,Buy
CNF,CNFinance Holdings Limited,68582162,,1.49348384,2.65,31251,181742736,0,,,,,,Strong Buy
TRVI,"Trevi Therapeutics, Inc.",60045100,36316417.33690001,0.41992353,3.02,75255,181336199.12380955,-4.12698413,1334,,,,,Neutral
SELB,"Selecta Biosciences, Inc.",153427000,103065354.385,0.37654845,1.18,545560,181043853.05882356,-0.84033613,10322,1334,-3.36134454,-1.68067227,1.17,Neutral
GRPH,"Graphite Bio, Inc.",58220400,27563342.1924,0.4946655,3.1,83132,180483342.04968944,-3.72670807,2404,,,,,Buy
FRST,Primis Financial Corp.,24685500,20859494.355,0.61676755,7.29,35521,179956981.85909712,-0.27359781,4970,,,,,Sell
ELA,Envela Corporation,26924600,7492793.0848,0.61253391,6.68,19464,179856541.1480916,1.98473282,877,,,,,Buy
DFLI,Dragonfly Energy Holdings Corp,43272728,6156108.103464,2.60165171,3.87,196765,177326304.18995634,-15.50218341,2191,100,-12.44541485,-12.44541485,4.01,Strong Sell
RBB,RBB Bancorp,18992900,15525556.176,0.47868031,9.31,33205,176823926.53231105,1.97152245,2880,,,,,Sell
USCB,"USCB Financial Holdings, Inc.",19622400,10416609.9072,0.82498442,9.01,16016,176797646.62192395,0.78299776,661,,,,,Sell
HYW,Hywin Holdings Ltd.,28000000,,0.71091764,6.3,12951,176400005,0,200,,,,,Buy
BBLN,Babylon Holdings Limited,24860800,5335972.9472,1.45391509,7.08,41600,176014119.6499283,1.57819225,363,,,,,Sell
GWH,"ESS Tech, Inc.",154308000,52150394.604,1.81346923,1.14,991980,175911088.6238532,4.58715596,49900,3364,0.91743119,2.75229358,1.12,Buy
ACIU,AC Immune SA,83620400,41844317.1232,0.35576173,2.1,40193,175602766.35071093,-0.47393365,268,,,,,Neutral
ADCT,ADC Therapeutics SA,80642500,64563111.28250001,1.0148391,2.17,355270,174994269.01415095,2.35849057,6123,2000,-3.30188679,-3.30188679,2.05,Buy
PDLB,"Ponce Financial Group, Inc.",24863500,20163204.506,0.19447191,7.03,29584,174790413.9744681,-0.28368794,1747,,,,,Sell
PAYS,"Paysign, Inc.",52464900,32282649.8031,0.66485843,3.33,55324,174708231,0,1463,,,,,Sell
GMDA,Gamida Cell Ltd.,105587000,74602494.85,0.43743297,1.65,1617253,174218117.7607362,1.22699387,50707,85421,-0.30674847,0,1.63,Strong Buy
KRMD,"KORU Medical Systems, Inc.",45519200,40786477.7376,1.02601025,3.81,49663,173428021.76020408,-2.80612245,2436,,,,,Sell
SJ,Scienjoy Holding Corporation,39548258,16630631.7432,1.25307287,4.38,39963,173221238.42891568,5.54216867,140,,,,,Strong Buy
VRAY,"ViewRay, Inc.",183390000,144893504.76000002,0.86601529,0.9433,1543555,172991427.7837374,-4.71717172,78949,350,1.01010101,1.01010101,1,Sell
TUSK,"Mammoth Energy Services, Inc.",47713300,40962440.6096,1.08160103,3.62,209877,172722308.9487871,-2.42587601,10111,,,,,Sell
SNFCA,Security National Financial Corporation,21587666,11436818.805,0.86897118,8,18635,172701441.42312577,1.65184244,586,,,,,Strong Buy
XAIR,"Beyond Air, Inc.",30091300,24433232.861,1.53471942,5.71,400183,171821367.23963964,2.88288288,6169,624,0.18018018,0.9009009,5.6,Sell
RVPH,"Reviva Pharmaceuticals Holdings, Inc.",20452100,15502078.237,0.31366459,8.39,100378,171593294.62799042,0.35885167,1050,,,,,Buy
PRQR,ProQR Therapeutics N.V.,80817100,55872013.0969,0.55935144,2.12,281870,171332197.98076922,1.92307692,6802,2205,0.48076923,2.40384615,2.13,Sell
TSQ,"Townsquare Media, Inc.",17328237,10543239.0992,1.20578166,9.85,44622,170682888.39898992,-0.50505051,696,,,,,Buy
PRST,"Presto Automation, Inc.",51364800,27879118.4016,0.19939623,3.31,155958,170017376.6988304,-3.21637427,3855,10100,2.21637427,2.04678363,3.49,Buy
BGFV,Big 5 Sporting Goods Corporation,22394200,21101002.1326,0.30393783,7.58,132491,169747823.92235613,1.47255689,4689,,,,,Sell
CRGE,"Charge Enterprises, Inc.",206894000,102536045.718,0.38265275,0.82,353509,169653189.7677884,1.82540668,18318,300,-1.24177325,1.45287471,0.817,Sell
IH,iHuman Inc.,24344493.4,,0.49845071,3.25,4279,168999493,2.20125786,,,,,,Strong Buy
NOTV,"Inotiv, Inc.",25606600,19693421.5016,1.55519836,6.57,405306,168235597.31220287,4.12044374,16709,,,,,Buy
WKHS,"Workhorse Group, Inc.",171168000,163226147.136,2.04754777,0.9825,8877034,168172237.85336536,-5.52884615,118821,30196,0,0,1.04,Sell
CATO,Cato Corporation (The),20416552,16721821.2217,0.64000754,8.23,42110,168027987.0665055,-0.48367594,7098,,,,,Sell
OUST,"Ouster, Inc.",38626900,29766816.1856,0.64963176,4.31,463662,166481971.8565022,-3.3632287,21974,3335,2.46636771,-1.34304933,4.4001,Neutral
HNST,"The Honest Company, Inc.",93345300,48874665.627,2.87419699,1.78,2012413,166154647.35,11.25,76823,42421,6.25,-1.875,1.57,Buy
XYF,X Financial,32338444.5,,0.04975351,3.48,8198,165743433,2.05278592,300,100,-3.81231672,-3.81231672,3.28,Strong Buy
AIP,"Arteris, Inc.",35298223,17829520.717753,2.14639608,4.67,190357,165172402.22746778,0.21459227,4828,743,-3.21888412,-3.64806867,4.49,Buy
TRX,TRX Gold Corporation,276935000,270344223.935,0.9980031,0.595,566595,164776444.76282048,1.98834419,6423,13984,2.8453891,-0.75419952,0.579,Buy
OCGN,"Ocugen, Inc.",226430000,220419189.22,0.84862769,0.7277,5158847,164773221.50334355,1.37921427,147871,66899,0,0.97520201,0.7248,Neutral
DIBS,"1stdibs.com, Inc.",39268200,24153516.40620001,1.01664785,4.19,96365,164533641.0461165,1.69902913,3861,,,,,Buy
DHX,"DHI Group, Inc.",48602300,40709675.2984,0.55296525,3.38,100096,164275929.08235294,-0.58823529,5187,,,,,Sell
POET,POET Technologies Inc.,37841900,36146128.7772,0.55360612,4.34,14846,164234058.1777778,-1.80995475,3255,,,,,Buy
MFIN,Medallion Financial Corp.,23321700,16875861.9804,1.3066316,7.04,116865,164184944.52225518,4.45103858,1233,150,0.14836795,0.14836795,6.75,Buy
BHG,"Bright Health Group, Inc.",630331000,208102518.988,5.80455155,0.26,17271792,163886139.52941176,52.94117647,344812,23615,0,0,0.17,Buy
FOSL,"Fossil Group, Inc.",51841100,46112865.8144,1.46029297,3.16,391440,163818021.4603175,0.31746032,18670,,,,,Sell
MKFG,Markforged Holding Corporation,195623000,101768170.798,0.95997912,0.8362,552885,163579814.04054394,5.28834047,25217,200,3.51296903,3.87811634,0.825,Sell
BKSY,BlackSky Technology Inc.,139256000,95634336.512,0.861459,1.17,1532863,162929598.33050844,-0.84745763,49651,2079,3.38983051,3.38983051,1.22,Sell
CCLP,CSI Compressco LP,141587000,72651970.962,0.13554985,1.15,4916,162825015.5982906,-1.70940171,,,,,,Sell
FLJ,FLJ Group Limited,172526136.426667,172064456.485589,1.06577053,1.06,61225,162705813,23.25581395,501,1000,-5.81395349,-5.81395349,0.81,Buy
CCCC,"C4 Therapeutics, Inc.",49063800,41310296.74980001,3.62270843,3.315,1327531,162646373.84210527,2.63157895,20562,,,,,Buy
VRA,"Vera Bradley, Inc.",30690000,22855825.08,0.78739558,5.29,173876,162350221.08442777,-0.75046904,5109,,,,,Sell
CSTE,Caesarstone Ltd.,34507300,22366079.0315,1.32429534,4.7,197565,162184330.43478262,2.17391304,11743,,,,,Buy
EYEN,"Eyenovia, Inc.",37993000,29355709.373,1.23886143,4.25,1150571,161470106.73076922,-3.84615385,10919,10466,-3.16742081,-3.84615385,4.25,Sell
JSPR,"Jasper Therapeutics, Inc.",110294022,72354666.83999999,0.54126436,1.46,204126,161029527.94444445,1.38888889,2312,1200,0.69444444,-1.38888889,1.42,Buy
SDC,"SmileDirectClub, Inc.",130975000,122899736.375,2.84005099,0.4,1824764,159919348.8849013,2.53781082,850188,17518,-2.53781082,-2.25583184,0.3813,Sell
CBAN,"Colony Bankcorp, Inc.",17593900,16154068.0057,1.08970654,9.06,44303,159400546.9023569,1.68350168,2726,,,,,Sell
BCAB,"BioAtla, Inc.",48819059,35162508.8458,0.8868039,3.25,300915,158662045.09202453,-0.30674847,7229,229,-0.2607362,-0.2607362,3.2515,Sell
ASXC,"Asensus Surgical, Inc.",239280000,233857675.92,0.5281137,0.6608,336423,158116059.43882445,2.21191029,12156,3123,-4.87238979,-0.17014695,0.6454,Buy
ACHV,"Achieve Life Sciences, Inc.",17930400,14259043.0176,0.76903116,8.81,80609,157966474.2208238,0.80091533,3874,,,,,Buy
KLXE,"KLX Energy Services Holdings, Inc.",16407800,11857375.6026,1.55327574,9.6,301445,157514574.92711374,-6.70553936,2117,,,,,Sell
RENT,"Rent the Runway, Inc.",65022786.99999999,34852596.065688,0.31511249,2.37,169351,157503044.95041323,-2.0661157,16268,350,-1.23966942,-0.82644628,2.4,Sell
EMAN,eMagin Corporation,83041700,78442352.4038,0.86304592,1.89,531962,156948803.85483867,1.61290323,3008,5928,3.84408602,0.53763441,1.87,Buy
MRCC,Monroe Capital Corporation,21666300,20890906.4556,0.84318947,7.24,38533,156864297.150838,1.11731844,,,,,,Sell
GLT,Glatfelter Corporation,44933000,43135590.134,0.70670502,3.48,349125,156366859.60563383,-1.97183099,53619,,,,,Sell
KNOP,KNOT Offshore Partners LP,34045100,24374997.8862,1.47729273,4.49,293692,155737269.24434388,1.58371041,1462,,,,,Sell
KNTE,Kinnate Biopharma Inc.,46569700,21991283.4431,0.86283013,3.34,993352,155542622.38064513,7.74193548,60462,16701,0.96774194,2.90322581,3.19,Neutral
UCL,uCloudlink Group Inc.,24668612,,0.12722517,4.16,3259,155247583,-1.18764846,113,,,,,Buy
BLZE,"Backblaze, Inc.",33393737,12379835.168578,1.60264834,4.05,111348,155096381.62679425,-3.11004785,9692,900,4.66985646,4.3062201,4.36,Sell
FVCB,"FVCBankcorp, Inc.",17674200,13808852.46,0.64732612,8.75,20314,154649471.74657536,-0.11415525,1970,,,,,Sell
QUAD,"Quad Graphics, Inc",53465300,30789964.455,0.84772121,2.87,193898,153445472.94244605,3.23741007,5297,300,0.71942446,0.71942446,2.8,Sell
BCOV,Brightcove Inc.,42857400,40384656.59220001,1.31668137,3.58,246226,153429396.860274,-1.91780822,13615,,,,,Strong Sell
INVE,"Identiv, Inc.",22674400,21613192.7312,1.3666991,6.76,156324,153278687.90797544,3.6809816,12187,100,0,0,6.52,Buy
ZVRA,"Zevra Therapeutics, Inc.",34540400,31302410.202,1.14754007,4.43,351489,153014031.42682928,-9.95934959,9426,,,,,Strong Sell
XXII,"22nd Century Group, Inc",215704000,208494740.912,1.44341697,0.7086,1025002,152847867.07969716,-2.46386786,17434,70635,-1.21128699,1.83069511,0.7398,Sell
AUGX,"Augmedix, Inc.",37442663,28387379.609428,0.24692017,3.75,258625,152532975.98684213,-1.31578947,1438,4860,10.78947368,2.36842105,3.89,Buy
DCFC,Tritium DCFC Limited,155489000,68553856.188,0.52843475,0.9802,657034,152410186.4329897,1.05154639,12037,13927,0.70103093,1.69072165,0.9864,Sell
GTHX,"G1 Therapeutics, Inc.",51660500,43546495.228,1.20960163,2.95,1233080,152398612.39726028,1.02739726,43861,4035,2.39726027,0,2.92,Neutral
TCS,Container Store (The),50628700,33570523.9951,0.55324556,3.01,230027,152392250,0,16031,500,-1.66112957,-1.66112957,2.96,Sell
INMB,INmune Bio Inc.,17946000,11653253.046,0.76003999,8.45,31170,151643640.40047818,1.01613867,242,,,,,Strong Buy
MTRX,Matrix Service Company,27037600,25635132.6504,1.26178149,5.6,98089,151410314.2222222,3.7037037,3286,,,,,Buy
MRAM,"Everspin Technologies, Inc.",20616100,16704009.4801,0.54632048,7.3,39070,150497550.05494505,0.27472527,471,,,,,Strong Buy
PRPH,"ProPhase Labs, Inc.",17182800,13259382.5448,0.7063462,8.71,74814,149662554.29868582,4.06212664,1331,1437,4.65949821,0.35842294,8.4,Buy
AZRE,Azure Power Global Limited,64161500.00000001,64131408.2565,1.46877962,2.32,312086,148854652.51184833,9.95260664,1961,,,,,Buy
VERI,"Veritone, Inc.",36597700,31568297.6752,0.67651124,4.06,488346,148586453.89949745,2.01005025,20518,,,,,Sell
TRHC,"Tabula Rasa HealthCare, Inc.",26865000,23844594.915,0.85775222,5.52,58919,148295047.66539925,4.94296578,2623,266,8.55513308,8.55513308,5.71,Strong Buy
CRNT,Ceragon Networks Ltd.,84356300,72682822.13710001,1.32216811,1.75,318972,147623534.7222222,-2.77777778,505,,,,,Strong Sell
STBX,Starbox Group Holdings Ltd.,45000000,21000015,0.90721428,3.28,406256,147600000,-1.5015015,600,142,-1.5015015,-1.5015015,3.28,Buy
LOOP,"Loop Industries, Inc.",47469200,15699488.516,0.17914032,3.1,11758,147154595.77777776,-1.58730159,535,,,,,Buy
CANG,Cango Inc.,102248797.5,72793884.155377,0.65205548,1.0701,33393,147062416,0.95283019,150,280,3.77358491,0.94339623,1.07,Sell
BODY,"The Beachbody Company, Inc.",312162310,134765479.296,0.76748191,0.47,237518,146716672.359925,-2.10372839,14315,2430,4.1449698,6.22786919,0.51,Sell
PBYI,Puma Biotechnology Inc,46707000,38923371.864,0.7069968,3.14,142328,146660020.23125002,-1.875,9798,,,,,Buy
MREO,Mereo BioPharma Group plc,124738249,111908171.660856,0.63746054,1.19,1250828,145943746,1.70940171,25484,100,1.70940171,1.70940171,1.19,Buy
UFI,"Unifi, Inc. New",18051500,15545662.976,0.39502967,8.06,71463,145495134.61955243,-5.0647821,8920,,,,,Sell
NKTR,Nektar Therapeutics,189235000,166187501.645,1.50596405,0.7687,3045626,145465058.30753246,-0.16883117,60751,14400,1.7012987,0.64935065,0.775,Sell
RDCM,Radcom Ltd.,14986500,12002747.796,0.9484964,9.65,3930,144620029.36181435,1.79324895,,,,,,Buy
TCRT,"Alaunos Therapeutics, Inc.",240627000,216094836.723,0.5735073,0.599,264180,144135603.00000003,0,5244,1393,1.33555927,-3.17195326,0.58,Buy
LITB,"LightInTheBox Holding Co., Ltd.",113146190.5,107752398.452674,0.69164837,1.29,26121,143695660,1.57480315,227,,,,,Sell
BRBS,"Blue Ridge Bankshares, Inc.",18946500,15494447.7,0.5820463,7.5,28280,142098502.5773196,-3.35051546,3552,,,,,Sell
ARQQ,Arqit Quantum Inc.,134001000,33818636.376,1.72661856,1.055,774453,141370625.59649122,-7.45614035,16645,15745,0.87719298,0.87719298,1.15,Strong Sell
GRTX,"Galera Therapeutics, Inc.",42830100,33987483.2142,0.71247376,3.27,539257,140054315.36555892,-1.20845921,10229,500,0.01208459,0.01208459,3.3104,Buy
LTRX,"Lantronix, Inc.",36518700,29623567.7343,0.69350903,3.79,113165,138406005.90958905,3.83561644,1713,,,,,Neutral
SLNA,Selina Hospitality PLC,97865800,63168067.8048,0.68519463,1.41,70132,137990740.26760566,-0.70422535,,776,-1.4084507,-1.4084507,1.4,Sell
TALK,"Talkspace, Inc.",162196000,95228353.324,0.40090606,0.85,200263,137866369.5899772,-3.18906606,4143,,,,,Buy
ZURA,Zura Bio Limited,27552148,8438699.441588,0.21388751,5,19379,137760748.52652258,-1.76817289,526,100,-0.78585462,-0.78585462,5.05,Sell
